Mouvement,Gender,Index,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc,Vacc
2,1,93,1.63804,1.63048,1.63001,1.63981,1.69035,1.74009,1.76857,1.77325,1.76103,1.73264,1.68951,1.65077,1.62517,1.65009,1.71669,1.81865,1.79764,1.73691,1.66977,1.59801,1.53024,1.47424,1.42842,1.40301,1.39968,1.39715,1.41144,1.43353,1.46432,1.5099,1.5623,1.61713,1.68027,1.7446,1.79177,1.81315,1.7767,1.7112,1.66985,1.64474,1.6318,1.63601,1.65522,1.69586,1.74523,1.78148,1.79935,1.79488,1.77361,1.7486,1.73334,1.73624,1.73724,1.75406,1.78871,1.79572,1.74748,1.68425,1.61245,1.53237
2,0,94,1.60033,1.57614,1.60448,1.61925,1.61404,1.63755,1.68849,1.73807,1.76739,1.77549,1.77188,1.75941,1.74586,1.73587,1.73517,1.74849,1.77193,1.79676,1.82337,1.83788,1.81627,1.75079,1.66747,1.62377,1.58532,1.55487,1.52647,1.50374,1.48688,1.47714,1.4789,1.49344,1.52169,1.56342,1.60707,1.64208,1.65658,1.62468,1.5808,1.53897,1.58764,1.60981,1.60622,1.61761,1.65124,1.69473,1.73572,1.76339,1.77559,1.77732,1.76551,1.74458,1.73024,1.7244,1.72499,1.73019,1.73688,1.74388,1.75248,1.76895
2,0,95,1.57654,1.58704,1.59744,1.61016,1.62765,1.64238,1.64558,1.63739,1.6168,1.59431,1.56224,1.51296,1.4911,1.49412,1.4871,1.49827,1.54574,1.59894,1.63137,1.64813,1.67111,1.70513,1.73346,1.75324,1.77128,1.78566,1.79099,1.78845,1.77891,1.76426,1.73721,1.69764,1.66624,1.649,1.62752,1.59919,1.57808,1.57291,1.57717,1.58572,1.59333,1.59752,1.60358,1.61056,1.6108,1.60087,1.59027,1.57377,1.54406,1.49855,1.46901,1.47798,1.48747,1.51301,1.5475,1.58504,1.60517,1.62039,1.64537,1.68399
2,1,96,1.62215,1.53471,1.44737,1.38896,1.36094,1.37662,1.42917,1.50969,1.60567,1.68886,1.72715,1.71925,1.69058,1.76268,1.77875,1.75058,1.77482,1.78423,1.77669,1.71538,1.62632,1.52955,1.49151,1.45018,1.40716,1.3896,1.38235,1.38657,1.41105,1.45167,1.51271,1.58304,1.65735,1.73819,1.80757,1.80665,1.69902,1.59721,1.55588,1.50143,1.45461,1.43394,1.43823,1.47022,1.53628,1.62648,1.70674,1.73791,1.72754,1.7103,1.74858,1.81307,1.79836,1.78886,1.80716,1.78864,1.72703,1.64892,1.5295,1.44615
2,1,97,1.60796,1.67436,1.72701,1.77057,1.78585,1.74595,1.68464,1.61623,1.54778,1.50111,1.50071,1.53159,1.59496,1.67991,1.75935,1.8074,1.79673,1.76998,1.79841,1.82143,1.83106,1.75995,1.63237,1.49503,1.3742,1.35467,1.3741,1.33735,1.30412,1.28577,1.27892,1.28965,1.30623,1.34558,1.40365,1.47617,1.55379,1.62861,1.69909,1.75122,1.78371,1.75919,1.69333,1.61668,1.54855,1.49714,1.47756,1.50003,1.55619,1.64082,1.72885,1.80082,1.8303,1.81563,1.81635,1.85062,1.80302,1.7996,1.7415,1.60449
2,0,98,1.12968,1.15281,1.1804,1.20025,1.17706,1.14318,1.13801,1.16956,1.23933,1.31808,1.37249,1.3896,1.3986,1.40208,1.41196,1.42154,1.42957,1.4279,1.41619,1.39719,1.36996,1.32602,1.30682,1.27425,1.224,1.17478,1.12265,1.09601,1.0931,1.09675,1.10706,1.12385,1.14056,1.15572,1.17329,1.19159,1.19124,1.16809,1.15782,1.18181,1.2642,1.35444,1.39447,1.39549,1.39835,1.40742,1.42134,1.43203,1.43766,1.43259,1.41777,1.39948,1.37322,1.33272,1.318,1.28989,1.2398,1.16045,1.08315,1.05481
2,1,99,1.80988,1.74848,1.67461,1.58493,1.46806,1.36663,1.27245,1.17584,1.1042,1.0776,1.09088,1.13138,1.18971,1.27333,1.38928,1.50194,1.56397,1.56819,1.55787,1.55299,1.51227,1.52538,1.56638,1.65142,1.77792,1.84207,1.77721,1.70209,1.64058,1.5982,1.56898,1.55177,1.5538,1.56769,1.59933,1.65527,1.7097,1.76711,1.8168,1.76104,1.69111,1.60713,1.48751,1.39412,1.32172,1.2366,1.16667,1.12732,1.12542,1.15784,1.21403,1.2912,1.38991,1.48854,1.54753,1.54571,1.53586,1.54775,1.52678,1.51265
2,1,100,1.3477,1.31302,1.31503,1.3534,1.41583,1.49559,1.57449,1.6083,1.60997,1.58279,1.55305,1.5529,1.57526,1.58691,1.61024,1.61756,1.67553,1.70461,1.71201,1.68567,1.64272,1.61541,1.60827,1.61031,1.62184,1.63119,1.65563,1.71336,1.74162,1.73582,1.68761,1.63908,1.60627,1.56319,1.51722,1.45915,1.39696,1.35668,1.35207,1.37551,1.42143,1.48396,1.54842,1.56967,1.56187,1.54789,1.50871,1.46316,1.47387,1.5289,1.59804,1.61992,1.65651,1.68574,1.70463,1.68433,1.64619,1.61984,1.60354,1.59125
2,1,101,1.26375,1.32922,1.4341,1.50992,1.57045,1.61314,1.62517,1.62796,1.63229,1.62697,1.63161,1.64844,1.65308,1.64378,1.64012,1.64358,1.65053,1.62353,1.55416,1.47007,1.42477,1.37726,1.33691,1.3,1.25588,1.22522,1.2228,1.24765,1.29171,1.33826,1.37548,1.38552,1.36103,1.32754,1.30366,1.30628,1.3183,1.34118,1.41587,1.51719,1.59457,1.62095,1.6346,1.64528,1.65415,1.65114,1.65161,1.65931,1.66392,1.64812,1.63362,1.62902,1.62889,1.61573,1.55405,1.46024,1.39731,1.35465,1.31432,1.28083
2,1,102,1.54163,1.47608,1.49388,1.51823,1.59165,1.69121,1.80779,1.79085,1.71525,1.66694,1.61686,1.57835,1.56172,1.5428,1.52169,1.50913,1.52401,1.56294,1.60901,1.66423,1.73,1.78406,1.77292,1.72333,1.67979,1.62111,1.54113,1.46656,1.3988,1.35495,1.33829,1.34972,1.39861,1.48323,1.56219,1.60481,1.59317,1.55328,1.54233,1.58238,1.5989,1.63447,1.70028,1.77802,1.82897,1.74632,1.6959,1.64155,1.60283,1.5897,1.57207,1.55234,1.54233,1.5491,1.57292,1.60885,1.65252,1.70313,1.76193,1.78873
2,1,103,1.51084,1.56455,1.6725,1.77987,1.84306,1.74457,1.67939,1.64496,1.61469,1.59686,1.61066,1.62977,1.66542,1.71428,1.76726,1.81299,1.81268,1.75205,1.64465,1.51537,1.43322,1.40538,1.36705,1.31793,1.28099,1.25641,1.26325,1.31485,1.39765,1.4681,1.485,1.42648,1.37622,1.34307,1.35373,1.39986,1.47981,1.55635,1.6615,1.75991,1.85119,1.75305,1.69472,1.65913,1.62007,1.59353,1.60972,1.63433,1.67815,1.73477,1.79119,1.82373,1.78102,1.733,1.62065,1.46727,1.39601,1.35935,1.32897,1.29379
2,0,104,1.63481,1.70063,1.73325,1.74111,1.7475,1.75531,1.76474,1.78222,1.80767,1.82776,1.81379,1.76705,1.66796,1.54137,1.44697,1.40243,1.35203,1.31518,1.28262,1.254,1.24094,1.24128,1.24526,1.25432,1.28907,1.3431,1.39052,1.42061,1.43456,1.43107,1.44179,1.42338,1.39048,1.41686,1.47712,1.53656,1.60626,1.66841,1.69589,1.70068,1.70132,1.70778,1.72383,1.74621,1.77088,1.7884,1.7835,1.7557,1.70339,1.5937,1.47769,1.40144,1.3448,1.2893,1.24317,1.20751,1.19026,1.19247,1.20519,1.21655
2,1,105,1.47177,1.45277,1.49316,1.54745,1.60007,1.65439,1.69866,1.70995,1.69322,1.65225,1.59342,1.53928,1.48125,1.41404,1.33847,1.29403,1.28985,1.32364,1.37838,1.44146,1.51666,1.60369,1.64181,1.66052,1.6247,1.56622,1.56262,1.65337,1.71226,1.71789,1.70491,1.69469,1.58896,1.59348,1.59942,1.56677,1.52729,1.49797,1.49661,1.52839,1.58537,1.64363,1.69575,1.72544,1.71786,1.6787,1.61808,1.54923,1.49569,1.43139,1.33805,1.28456,1.27811,1.308,1.36732,1.43755,1.52285,1.61788,1.63388,1.64444
2,0,106,1.77726,1.78179,1.78671,1.78686,1.77427,1.75088,1.72638,1.69406,1.66361,1.63602,1.60853,1.58555,1.57546,1.57969,1.58618,1.58424,1.58685,1.59011,1.59038,1.58511,1.56187,1.55016,1.56586,1.59992,1.63957,1.6855,1.73649,1.7827,1.8045,1.79818,1.78217,1.76984,1.76576,1.76829,1.77422,1.78091,1.78125,1.77023,1.75132,1.72749,1.70045,1.6718,1.64716,1.62127,1.60037,1.59318,1.60821,1.62792,1.62913,1.62428,1.62049,1.61548,1.6071,1.5719,1.55048,1.56825,1.59705,1.63085,1.66722,1.70964
2,0,107,1.6742,1.70003,1.71121,1.71596,1.72445,1.72767,1.71167,1.67929,1.64013,1.59996,1.56837,1.54776,1.52876,1.52076,1.53558,1.555,1.56561,1.58476,1.62126,1.6555,1.66286,1.65108,1.66979,1.70183,1.70467,1.69726,1.69505,1.70146,1.70946,1.72191,1.72742,1.71888,1.70279,1.68499,1.66837,1.65278,1.64582,1.66579,1.68922,1.68102,1.67738,1.6922,1.71408,1.72918,1.72967,1.71588,1.68919,1.65938,1.63592,1.61179,1.5935,1.60254,1.62309,1.63866,1.65379,1.67218,1.69576,1.71889,1.71306,1.70688
2,1,108,1.48209,1.48735,1.48393,1.47071,1.46498,1.47059,1.47357,1.47853,1.48875,1.49186,1.47923,1.44845,1.39627,1.35737,1.31323,1.26984,1.2162,1.16442,1.13303,1.12214,1.12945,1.16004,1.21627,1.27153,1.30391,1.30391,1.27069,1.25874,1.24664,1.19176,1.20183,1.23628,1.29801,1.35964,1.40096,1.43756,1.46612,1.47853,1.48631,1.48719,1.48035,1.47495,1.47834,1.48145,1.4895,1.50284,1.5072,1.49688,1.46795,1.41278,1.36948,1.32785,1.28896,1.24221,1.19049,1.15411,1.1355,1.13489,1.15532,1.2056
2,1,109,1.35819,1.33406,1.30853,1.29197,1.29119,1.31303,1.36501,1.43494,1.48845,1.50855,1.48319,1.47654,1.48267,1.48326,1.51148,1.58769,1.66931,1.73773,1.78963,1.78614,1.78851,1.79883,1.8065,1.81651,1.82376,1.83074,1.83102,1.79888,1.75349,1.69774,1.6271,1.55492,1.47681,1.41653,1.39092,1.36312,1.33431,1.30975,1.29717,1.30506,1.33082,1.37908,1.43609,1.47821,1.49336,1.47821,1.4726,1.47732,1.49177,1.50932,1.56546,1.63431,1.70241,1.75912,1.77263,1.77363,1.78779,1.79897,1.80533,1.81232
2,1,110,1.45444,1.42419,1.35907,1.31007,1.37283,1.30808,1.29432,1.39666,1.49382,1.61877,1.74232,1.84469,1.78916,1.73733,1.70734,1.67987,1.63998,1.61697,1.63228,1.67521,1.71986,1.75903,1.79022,1.79181,1.75878,1.67016,1.55847,1.45227,1.32722,1.2332,1.19421,1.18212,1.18962,1.21364,1.25845,1.3258,1.40293,1.45652,1.46146,1.41819,1.35524,1.33713,1.41372,1.28842,1.32244,1.42374,1.51492,1.63769,1.7503,1.82301,1.77776,1.73247,1.70388,1.67504,1.64273,1.63385,1.661,1.70543,1.74043,1.76907
2,1,111,1.56765,1.49537,1.43572,1.37935,1.33732,1.30732,1.28808,1.28583,1.3149,1.38121,1.45506,1.50302,1.52151,1.52107,1.51049,1.52447,1.51905,1.51779,1.54344,1.60205,1.66366,1.70824,1.76319,1.80871,1.81518,1.78756,1.76115,1.7417,1.73468,1.74425,1.77007,1.81387,1.843,1.78184,1.70939,1.62403,1.5464,1.48034,1.41937,1.36572,1.3238,1.2928,1.27601,1.28223,1.3284,1.40183,1.46441,1.499,1.50117,1.48303,1.47695,1.46241,1.46923,1.49103,1.53209,1.59907,1.6477,1.7,1.75489,1.80442
2,0,112,1.64966,1.72468,1.81091,1.82965,1.75569,1.69932,1.66399,1.65103,1.65466,1.68022,1.72704,1.78616,1.82849,1.77028,1.65346,1.52082,1.41052,1.33995,1.29358,1.25647,1.24848,1.26451,1.30273,1.34118,1.36497,1.38236,1.40588,1.42369,1.43551,1.44259,1.40437,1.43199,1.5003,1.54949,1.61373,1.69473,1.79158,1.84815,1.77222,1.71511,1.67736,1.66073,1.65917,1.67353,1.71344,1.77408,1.83416,1.78836,1.66858,1.54086,1.42954,1.35293,1.298,1.25055,1.22481,1.23319,1.26744,1.30033,1.32131,1.33863
2,0,113,1.52826,1.51832,1.54055,1.63836,1.79077,1.80305,1.73092,1.67076,1.63435,1.62484,1.63733,1.66707,1.71494,1.7663,1.83245,1.77468,1.6775,1.55453,1.41116,1.30631,1.2323,1.18677,1.15803,1.14855,1.15886,1.19427,1.26832,1.33804,1.39043,1.42133,1.41565,1.40834,1.38309,1.40587,1.48228,1.52995,1.54729,1.57987,1.66068,1.75215,1.73668,1.69206,1.64714,1.62225,1.63036,1.66946,1.71933,1.75358,1.74224,1.65947,1.54184,1.39758,1.28706,1.20997,1.15199,1.208
2,0,114,1.5182,1.56005,1.59814,1.63302,1.68247,1.74404,1.80299,1.84413,1.84455,1.81962,1.80469,1.79999,1.80792,1.82969,1.83486,1.80464,1.7655,1.69369,1.62898,1.58642,1.57912,1.57744,1.56774,1.56325,1.57112,1.58637,1.59547,1.59633,1.59652,1.6009,1.60686,1.61151,1.61414,1.59109,1.50766,1.54388,1.58617,1.60727,1.64079,1.69838,1.77162,1.82197,1.83564,1.82232,1.80792,1.8037,1.80584,1.81923,1.84996,1.83407,1.79469,1.76205,1.71024,1.62862,1.57395,1.56019,1.55464,1.54545,1.54151,1.54674
2,1,115,1.65693,1.58798,1.54992,1.50839,1.48361,1.47671,1.49184,1.52649,1.56543,1.60245,1.64425,1.69379,1.73555,1.76252,1.75955,1.72036,1.66373,1.61426,1.58711,1.55817,1.52149,1.49051,1.47601,1.48948,1.5373,1.6017,1.66069,1.68971,1.67073,1.67267,1.69295,1.70959,1.71426,1.71989,1.70463,1.71202,1.71622,1.70731,1.71742,1.75952,1.73885,1.64155,1.58421,1.53211,1.48053,1.45355,1.45521,1.48843,1.53769,1.5903,1.63973,1.68873,1.73329,1.75127,1.73266,1.69264,1.65033,1.61174,1.58731,1.54944
2,0,116,1.49784,1.50845,1.5495,1.61755,1.7047,1.78065,1.78315,1.72709,1.67223,1.62741,1.59936,1.58995,1.59213,1.60066,1.62031,1.65297,1.69735,1.74172,1.75029,1.71005,1.65337,1.61083,1.57042,1.53663,1.51978,1.52186,1.54409,1.56638,1.57446,1.57533,1.58461,1.58488,1.55572,1.52474,1.49375,1.48865,1.51993,1.57416,1.66013,1.74997,1.7989,1.75463,1.69595,1.64714,1.61014,1.59626,1.60201,1.61477,1.63526,1.66556,1.70583,1.7555,1.78688,1.75446,1.69533,1.6471,1.60203,1.55994,1.53684,1.53838
2,1,117,1.59717,1.55957,1.61461,1.65302,1.73161,1.76563,1.76847,1.73905,1.68845,1.63792,1.59206,1.56456,1.55802,1.56336,1.58563,1.61606,1.64514,1.67764,1.71054,1.73115,1.73532,1.6983,1.65238,1.62523,1.5821,1.53654,1.49594,1.46446,1.45987,1.46634,1.48226,1.52509,1.57779,1.61822,1.63576,1.63261,1.60975,1.58143,1.59898,1.5807,1.59936,1.64971,1.67541,1.72843,1.75928,1.75298,1.71967,1.66712,1.61794,1.5762,1.55418,1.55531,1.56618,1.59136,1.61926,1.65002,1.68132,1.70841,1.72298,1.70456
2,0,118,1.78745,1.85504,1.80458,1.75051,1.70636,1.66792,1.63672,1.61068,1.60394,1.6303,1.66094,1.68528,1.71493,1.74839,1.79212,1.81954,1.77569,1.73186,1.68498,1.63813,1.59995,1.57033,1.54857,1.54013,1.54687,1.57246,1.61018,1.66178,1.71502,1.72393,1.69245,1.63628,1.60287,1.6141,1.62957,1.66341,1.7128,1.76479,1.80824,1.80729,1.76463,1.72356,1.68622,1.65502,1.63503,1.63999,1.66645,1.69193,1.71514,1.74673,1.77709,1.81693,1.81165,1.76358,1.71956,1.67634,1.6343,1.6,1.57517,1.55817
2,0,119,1.58283,1.59177,1.60646,1.61604,1.61634,1.60835,1.59814,1.59945,1.60782,1.6183,1.63481,1.65447,1.6691,1.67922,1.68941,1.69984,1.71299,1.72139,1.70953,1.70533,1.69091,1.66283,1.64316,1.64411,1.6549,1.66687,1.6804,1.69199,1.69946,1.69546,1.67674,1.65326,1.64008,1.6283,1.61219,1.58696,1.58634,1.59284,1.61177,1.63409,1.64776,1.65536,1.65084,1.64414,1.64509,1.64402,1.64534,1.66019,1.68132,1.69558,1.70086,1.70081,1.69924,1.69933,1.71185,1.70368,1.68959,1.68177,1.6716,1.66429
2,1,120,1.66061,1.69144,1.74493,1.74958,1.70483,1.67131,1.65567,1.63023,1.60849,1.6077,1.6121,1.62516,1.64018,1.66404,1.69545,1.70874,1.68154,1.63366,1.58991,1.52127,1.42832,1.33479,1.24473,1.17017,1.18576,1.25117,1.33408,1.42964,1.50712,1.536,1.52047,1.51331,1.57307,1.58829,1.61379,1.60459,1.62219,1.66793,1.72788,1.72442,1.69933,1.68012,1.67549,1.67534,1.66425,1.65891,1.64773,1.64375,1.64733,1.66377,1.69324,1.71244,1.68672,1.63471,1.58488,1.52733,1.462,1.36416
4,1,121,0.623539,0.623647,0.623725,0.623822,0.624063,0.624161,0.624153,0.624093,0.623991,0.623867,0.623824,0.623641,0.623526,0.623627,0.623647,0.623242,0.622907,0.622388,0.622025,0.62215,0.622292,0.622391,0.622444,0.622258,0.621927,0.621643,0.621477,0.621375,0.621309,0.621145,0.620859,0.620493,0.620334,0.620146,0.62007,0.620044,0.620183,0.620319,0.620376,0.620316,0.62034,0.620269,0.62023,0.620151,0.62019,0.620452,0.620761,0.620984,0.621004,0.620938,0.620906,0.621069,0.621153,0.621115,0.621017,0.620848,0.620603,0.620596,0.620756,0.620938
4,0,122,0.95326,0.952876,0.952568,0.952313,0.952112,0.951963,0.951834,0.951666,0.951444,0.951323,0.951319,0.951251,0.951126,0.950981,0.950955,0.950996,0.95099,0.950856,0.950643,0.950449,0.950361,0.950443,0.950626,0.950806,0.95087,0.950832,0.950778,0.950745,0.95075,0.950784,0.950744,0.950615,0.950435,0.950214,0.950007,0.949795,0.94958,0.949405,0.949255,0.949166,0.949147,0.949116,0.94915,0.949203,0.94924,0.949345,0.949552,0.949775,0.950017,0.950302,0.950485,0.950574,0.950639,0.9507,0.950754,0.950856,0.950973,0.951094,0.951178,0.951257
4,1,123,0.316712,0.316712,0.316867,0.316929,0.316883,0.316991,0.317181,0.317274,0.31732,0.317276,0.317099,0.317048,0.317168,0.317422,0.317608,0.317646,0.317574,0.317524,0.317665,0.317618,0.317607,0.317579,0.317499,0.317544,0.317679,0.317673,0.317584,0.317593,0.317693,0.317724,0.317572,0.317504,0.317628,0.317629,0.317353,0.317147,0.31721,0.317372,0.317493,0.31757,0.317542,0.317495,0.317527,0.317569,0.317514,0.31742,0.31734,0.317288,0.317276,0.317265,0.317238,0.317255,0.317261,0.317322,0.317473,0.317549,0.317542,0.317538,0.317402,0.317174
4,1,124,0.901669,0.901595,0.901561,0.901491,0.901434,0.901369,0.901304,0.90129,0.901304,0.901344,0.90138,0.901367,0.901316,0.901251,0.901228,0.901264,0.90135,0.901455,0.901522,0.901597,0.901639,0.901646,0.901632,0.901586,0.901521,0.901459,0.901432,0.901423,0.90143,0.901469,0.901519,0.901565,0.901595,0.901645,0.901722,0.901855,0.902032,0.902219,0.902357,0.902415,0.902446,0.902509,0.902633,0.902869,0.903109,0.903342,0.903554,0.903707,0.903753,0.903664,0.903475,0.903251,0.902994,0.902727,0.902432,0.902094,0.901805,0.901542,0.901373,0.901243
4,1,125,0.865128,0.865144,0.865179,0.865252,0.865328,0.86539,0.865424,0.865478,0.865531,0.865547,0.865559,0.865593,0.865639,0.865703,0.865781,0.865861,0.865894,0.865905,0.86587,0.865773,0.865638,0.865525,0.865389,0.865303,0.86523,0.865153,0.865097,0.865052,0.864992,0.86495,0.864912,0.86486,0.864773,0.864678,0.864612,0.864578,0.864556,0.864532,0.864511,0.864455,0.864383,0.864272,0.86415,0.864077,0.864051,0.864048,0.864028,0.863989,0.863951,0.863882,0.863787,0.863712,0.863618,0.863569,0.863545,0.863504,0.863482,0.863451,0.863412,0.863413
4,1,126,0.616996,0.616972,0.616904,0.616844,0.616799,0.616729,0.616738,0.616756,0.61671,0.616624,0.616522,0.616373,0.616273,0.616302,0.616488,0.616883,0.61741,0.618003,0.618521,0.618835,0.618933,0.618878,0.618736,0.618548,0.618377,0.618137,0.617798,0.617461,0.61713,0.617038,0.617349,0.617927,0.618483,0.618953,0.619259,0.619411,0.619283,0.618946,0.618518,0.618214,0.618105,0.618169,0.618235,0.618178,0.617883,0.617502,0.617182,0.617092,0.617278,0.617645,0.618091,0.618533,0.618853,0.61881,0.618438,0.61794,0.617466,0.617155,0.617138,0.617405
4,1,127,0.251753,0.251777,0.251803,0.251816,0.251812,0.251867,0.251937,0.251981,0.251991,0.252011,0.252041,0.252075,0.252081,0.252116,0.25215,0.252215,0.25226,0.252289,0.252383,0.252411,0.252432,0.252459,0.252533,0.252631,0.252733,0.252808,0.252788,0.252789,0.252819,0.252831,0.252834,0.25287,0.252966,0.253112,0.25326,0.253479,0.253748,0.254015,0.254251,0.254468,0.254689,0.254864,0.255013,0.255162,0.255341,0.255522,0.255688,0.255808,0.255897,0.255993,0.256116,0.256202,0.256267,0.256323,0.256341,0.256347,0.256352,0.256361,0.25633,0.256314
4,0,128,0.608482,0.608807,0.609102,0.609381,0.609655,0.609864,0.61001,0.610114,0.610223,0.610387,0.610515,0.61057,0.610543,0.610458,0.610288,0.610022,0.609728,0.609445,0.609181,0.608967,0.608813,0.608775,0.608817,0.608893,0.608914,0.608863,0.608761,0.60861,0.60843,0.608279,0.608153,0.608066,0.608014,0.60796,0.607898,0.607846,0.607806,0.607689,0.60748,0.607271,0.607113,0.607031,0.607022,0.606948,0.606857,0.606716,0.606529,0.606337,0.606152,0.606036,0.60597,0.605917,0.605886,0.605861,0.60583,0.605785,0.605721,0.605675,0.605654,0.605648
4,1,129,0.473671,0.473652,0.473572,0.473456,0.473385,0.473339,0.473313,0.473259,0.473253,0.473192,0.47306,0.472901,0.472674,0.47251,0.472533,0.47274,0.47289,0.473062,0.473096,0.472898,0.472663,0.472551,0.472572,0.472561,0.472567,0.472563,0.472545,0.472574,0.472723,0.472928,0.473011,0.472866,0.472593,0.472268,0.471623,0.470838,0.470418,0.470343,0.47038,0.470415,0.470383,0.470246,0.470231,0.470372,0.47079,0.471116,0.471348,0.471391,0.471479,0.471723,0.472166,0.472493,0.472593,0.472522,0.472051,0.471198,0.470534,0.47039,0.470304,0.470244
4,0,130,0.662864,0.66299,0.663444,0.664065,0.664457,0.664434,0.663675,0.662413,0.660758,0.6588,0.656868,0.655194,0.653893,0.65324,0.653162,0.652887,0.65232,0.651612,0.650914,0.650515,0.650277,0.650092,0.650063,0.650214,0.65047,0.6508,0.651076,0.651301,0.651492,0.651492,0.651231,0.650856,0.650335,0.64982,0.649531,0.649353,0.649265,0.649395,0.649617,0.649982,0.650422,0.65086,0.651311,0.651818,0.652346,0.652815,0.653266,0.653613,0.653989,0.654536,0.655234,0.656038,0.656871,0.657757,0.65881,0.659846,0.660857,0.661781,0.662616,0.663267
4,0,131,1.12862,1.12843,1.12825,1.12805,1.12784,1.12761,1.1273,1.12705,1.12692,1.12692,1.12697,1.12699,1.12692,1.12682,1.12674,1.12668,1.12665,1.12672,1.12682,1.12695,1.12713,1.12747,1.12794,1.12846,1.12888,1.12904,1.12894,1.12874,1.12856,1.12845,1.12837,1.12829,1.12816,1.12792,1.12764,1.12735,1.12718,1.12709,1.12699,1.12692,1.12681,1.12664,1.12643,1.12623,1.12602,1.12587,1.12568,1.12549,1.12528,1.12514,1.12504,1.12496,1.12493,1.12495,1.12502,1.12512,1.12526,1.12547,1.12572,1.12604
4,1,132,0.296628,0.296591,0.296593,0.29666,0.296751,0.296876,0.297012,0.297169,0.297296,0.297357,0.297359,0.297345,0.297487,0.29762,0.297514,0.297352,0.297431,0.297536,0.297545,0.297552,0.29759,0.297608,0.297602,0.29775,0.297824,0.2978,0.297787,0.297699,0.297633,0.297762,0.298029,0.298133,0.298148,0.298017,0.297972,0.298074,0.298006,0.297946,0.297914,0.297802,0.29768,0.297738,0.297773,0.297681,0.297581,0.297547,0.297466,0.297278,0.297159,0.297146,0.297102,0.297101,0.297218,0.297322,0.297362,0.297339,0.297353,0.297424,0.297512,0.297647
4,1,133,0.637512,0.637544,0.637518,0.63746,0.637399,0.637384,0.637378,0.637388,0.637409,0.637442,0.63749,0.637511,0.63749,0.637502,0.637495,0.637509,0.637596,0.637661,0.637641,0.637605,0.63761,0.637613,0.637569,0.637504,0.637458,0.637413,0.637388,0.63743,0.637504,0.637564,0.637606,0.637603,0.637596,0.637614,0.637638,0.637637,0.637627,0.637646,0.637708,0.637751,0.637767,0.63776,0.637726,0.637711,0.637718,0.637738,0.637769,0.637848,0.637908,0.637996,0.638137,0.638202,0.638183,0.638124,0.638098,0.638091,0.638081,0.638083,0.638079,0.63806
4,1,134,0.116868,0.116915,0.116888,0.116765,0.116615,0.116499,0.116437,0.116365,0.116337,0.116396,0.116383,0.116358,0.116336,0.116294,0.116248,0.116226,0.11624,0.116187,0.116082,0.116018,0.115984,0.115917,0.115892,0.11582,0.115711,0.115624,0.115551,0.115501,0.115519,0.115505,0.11544,0.115419,0.115434,0.115283,0.115061,0.115,0.114998,0.114944,0.114976,0.115076,0.115085,0.115059,0.115063,0.115119,0.11521,0.115194,0.115116,0.115112,0.115164,0.115136,0.115049,0.115016,0.115003,0.114932,0.114972,0.114999,0.114959,0.114869,0.114827,0.114893
4,1,135,0.423304,0.423236,0.423219,0.423246,0.423246,0.423267,0.423315,0.423387,0.423487,0.423563,0.423621,0.423677,0.423771,0.423852,0.423933,0.424016,0.424113,0.424188,0.42424,0.424228,0.424198,0.424177,0.424097,0.423998,0.423882,0.423776,0.423719,0.423658,0.423588,0.423528,0.423475,0.423446,0.423459,0.423539,0.423655,0.423775,0.423942,0.424127,0.424309,0.424493,0.42467,0.424831,0.425,0.425165,0.425283,0.425359,0.425375,0.42536,0.425277,0.425041,0.424825,0.424735,0.424728,0.424387,0.423733,0.423422,0.423794,0.424162,0.424091,0.423959
4,0,136,0.446098,0.446214,0.446382,0.446328,0.446131,0.445792,0.445342,0.444762,0.444147,0.4437,0.443229,0.442969,0.442852,0.442787,0.442918,0.442967,0.443138,0.443225,0.443323,0.443634,0.443888,0.444196,0.444572,0.445095,0.445651,0.446212,0.44678,0.44749,0.44823,0.449078,0.449907,0.450747,0.451462,0.45213,0.452825,0.453343,0.453746,0.454042,0.454246,0.454335,0.454298,0.454256,0.454035,0.453737,0.453355,0.452997,0.452683,0.452389,0.452198,0.452081,0.451893,0.451734,0.451527,0.451337,0.451219,0.451141,0.451138,0.451078,0.451014,0.450905
